"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","389","345579","0.0-5.0-2.191","","","","","","","34","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":59},{""stimulus"":""img/green_ll/2.jpg"",""time"":121},{""stimulus"":""img/green_ll/3.jpg"",""time"":182},{""stimulus"":""img/green_ll/4.jpg"",""time"":244},{""stimulus"":""img/green_ll/5.jpg"",""time"":305},{""stimulus"":""img/green_ll/6.jpg"",""time"":367},{""stimulus"":""img/green_ll/7.jpg"",""time"":429},{""stimulus"":""img/green_ll/8.jpg"",""time"":491},{""stimulus"":""img/green_ll/9.jpg"",""time"":551},{""stimulus"":""img/green_ll/10.jpg"",""time"":614},{""stimulus"":""img/green_ll/11.jpg"",""time"":676}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","390","345902","0.0-5.0-1.192","","323","","img/green_ll/choose11.jpg","1","","33","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","391","346639","0.0-5.0-2.192","","","","","","","33","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":61},{""stimulus"":""img/green_wl/2.jpg"",""time"":121},{""stimulus"":""img/green_wl/3.jpg"",""time"":183},{""stimulus"":""img/green_wl/4.jpg"",""time"":245},{""stimulus"":""img/green_wl/5.jpg"",""time"":307},{""stimulus"":""img/green_wl/6.jpg"",""time"":368},{""stimulus"":""img/green_wl/7.jpg"",""time"":430},{""stimulus"":""img/green_wl/8.jpg"",""time"":492},{""stimulus"":""img/green_wl/9.jpg"",""time"":553},{""stimulus"":""img/green_wl/10.jpg"",""time"":615},{""stimulus"":""img/green_wl/11.jpg"",""time"":676}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","392","346789","0.0-5.0-1.193","","150","","img/green_wl/choose11.jpg","2","","32","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","393","347529","0.0-5.0-2.193","","","","","","","32","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":64},{""stimulus"":""img/red_wl/2.jpg"",""time"":126},{""stimulus"":""img/red_wl/3.jpg"",""time"":188},{""stimulus"":""img/red_wl/4.jpg"",""time"":250},{""stimulus"":""img/red_wl/5.jpg"",""time"":311},{""stimulus"":""img/red_wl/6.jpg"",""time"":372},{""stimulus"":""img/red_wl/7.jpg"",""time"":434},{""stimulus"":""img/red_wl/8.jpg"",""time"":495},{""stimulus"":""img/red_wl/9.jpg"",""time"":556},{""stimulus"":""img/red_wl/10.jpg"",""time"":617},{""stimulus"":""img/red_wl/11.jpg"",""time"":679}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","394","347708","0.0-5.0-1.194","","179","","img/red_wl/choose11.jpg","2","","31","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","395","348435","0.0-5.0-2.194","","","","","","","31","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":52},{""stimulus"":""img/red_wl/2.jpg"",""time"":114},{""stimulus"":""img/red_wl/3.jpg"",""time"":175},{""stimulus"":""img/red_wl/4.jpg"",""time"":235},{""stimulus"":""img/red_wl/5.jpg"",""time"":297},{""stimulus"":""img/red_wl/6.jpg"",""time"":358},{""stimulus"":""img/red_wl/7.jpg"",""time"":420},{""stimulus"":""img/red_wl/8.jpg"",""time"":481},{""stimulus"":""img/red_wl/9.jpg"",""time"":543},{""stimulus"":""img/red_wl/10.jpg"",""time"":605},{""stimulus"":""img/red_wl/11.jpg"",""time"":667}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","396","348584","0.0-5.0-1.195","","147","","img/red_wl/choose11.jpg","2","","30","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","397","349313","0.0-5.0-2.195","","","","","","","30","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":52},{""stimulus"":""img/red_ww/2.jpg"",""time"":114},{""stimulus"":""img/red_ww/3.jpg"",""time"":175},{""stimulus"":""img/red_ww/4.jpg"",""time"":236},{""stimulus"":""img/red_ww/5.jpg"",""time"":297},{""stimulus"":""img/red_ww/6.jpg"",""time"":359},{""stimulus"":""img/red_ww/7.jpg"",""time"":420},{""stimulus"":""img/red_ww/8.jpg"",""time"":481},{""stimulus"":""img/red_ww/9.jpg"",""time"":544},{""stimulus"":""img/red_ww/10.jpg"",""time"":606},{""stimulus"":""img/red_ww/11.jpg"",""time"":668}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","398","349414","0.0-5.0-1.196","","101","","img/red_ww/choose11.jpg","2","","29","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","399","350143","0.0-5.0-2.196","","","","","","","29","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":54},{""stimulus"":""img/red_wl/2.jpg"",""time"":115},{""stimulus"":""img/red_wl/3.jpg"",""time"":177},{""stimulus"":""img/red_wl/4.jpg"",""time"":237},{""stimulus"":""img/red_wl/5.jpg"",""time"":300},{""stimulus"":""img/red_wl/6.jpg"",""time"":361},{""stimulus"":""img/red_wl/7.jpg"",""time"":422},{""stimulus"":""img/red_wl/8.jpg"",""time"":483},{""stimulus"":""img/red_wl/9.jpg"",""time"":544},{""stimulus"":""img/red_wl/10.jpg"",""time"":606},{""stimulus"":""img/red_wl/11.jpg"",""time"":668}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","400","350214","0.0-5.0-1.197","","71","","img/red_wl/choose11.jpg","2","","28","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","401","350942","0.0-5.0-2.197","","","","","","","28","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":52},{""stimulus"":""img/red_ww/2.jpg"",""time"":113},{""stimulus"":""img/red_ww/3.jpg"",""time"":175},{""stimulus"":""img/red_ww/4.jpg"",""time"":236},{""stimulus"":""img/red_ww/5.jpg"",""time"":298},{""stimulus"":""img/red_ww/6.jpg"",""time"":361},{""stimulus"":""img/red_ww/7.jpg"",""time"":421},{""stimulus"":""img/red_ww/8.jpg"",""time"":483},{""stimulus"":""img/red_ww/9.jpg"",""time"":545},{""stimulus"":""img/red_ww/10.jpg"",""time"":605},{""stimulus"":""img/red_ww/11.jpg"",""time"":667}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","402","350995","0.0-5.0-1.198","","53","","img/red_ww/choose11.jpg","2","","27","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","403","351727","0.0-5.0-2.198","","","","","","","27","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":54},{""stimulus"":""img/red_ww/2.jpg"",""time"":116},{""stimulus"":""img/red_ww/3.jpg"",""time"":177},{""stimulus"":""img/red_ww/4.jpg"",""time"":239},{""stimulus"":""img/red_ww/5.jpg"",""time"":301},{""stimulus"":""img/red_ww/6.jpg"",""time"":363},{""stimulus"":""img/red_ww/7.jpg"",""time"":425},{""stimulus"":""img/red_ww/8.jpg"",""time"":486},{""stimulus"":""img/red_ww/9.jpg"",""time"":548},{""stimulus"":""img/red_ww/10.jpg"",""time"":609},{""stimulus"":""img/red_ww/11.jpg"",""time"":671}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","404","351829","0.0-5.0-1.199","","101","","img/red_ww/choose11.jpg","2","","26","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","405","352557","0.0-5.0-2.199","","","","","","","26","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":52},{""stimulus"":""img/red_ww/2.jpg"",""time"":113},{""stimulus"":""img/red_ww/3.jpg"",""time"":175},{""stimulus"":""img/red_ww/4.jpg"",""time"":237},{""stimulus"":""img/red_ww/5.jpg"",""time"":298},{""stimulus"":""img/red_ww/6.jpg"",""time"":359},{""stimulus"":""img/red_ww/7.jpg"",""time"":420},{""stimulus"":""img/red_ww/8.jpg"",""time"":483},{""stimulus"":""img/red_ww/9.jpg"",""time"":544},{""stimulus"":""img/red_ww/10.jpg"",""time"":605},{""stimulus"":""img/red_ww/11.jpg"",""time"":666}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","406","352857","0.0-5.0-1.200","","300","","img/red_ww/choose11.jpg","2","","25","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","407","353586","0.0-5.0-2.200","","","","","","","25","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":53},{""stimulus"":""img/red_wl/2.jpg"",""time"":114},{""stimulus"":""img/red_wl/3.jpg"",""time"":175},{""stimulus"":""img/red_wl/4.jpg"",""time"":237},{""stimulus"":""img/red_wl/5.jpg"",""time"":299},{""stimulus"":""img/red_wl/6.jpg"",""time"":359},{""stimulus"":""img/red_wl/7.jpg"",""time"":421},{""stimulus"":""img/red_wl/8.jpg"",""time"":482},{""stimulus"":""img/red_wl/9.jpg"",""time"":543},{""stimulus"":""img/red_wl/10.jpg"",""time"":605},{""stimulus"":""img/red_wl/11.jpg"",""time"":667}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","408","353787","0.0-5.0-1.201","","201","","img/red_wl/choose11.jpg","1","","24","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","409","354522","0.0-5.0-2.201","","","","","","","24","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":60},{""stimulus"":""img/green_wl/2.jpg"",""time"":122},{""stimulus"":""img/green_wl/3.jpg"",""time"":184},{""stimulus"":""img/green_wl/4.jpg"",""time"":244},{""stimulus"":""img/green_wl/5.jpg"",""time"":305},{""stimulus"":""img/green_wl/6.jpg"",""time"":366},{""stimulus"":""img/green_wl/7.jpg"",""time"":428},{""stimulus"":""img/green_wl/8.jpg"",""time"":489},{""stimulus"":""img/green_wl/9.jpg"",""time"":550},{""stimulus"":""img/green_wl/10.jpg"",""time"":611},{""stimulus"":""img/green_wl/11.jpg"",""time"":674}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","410","354794","0.0-5.0-1.202","","271","","img/green_wl/choose11.jpg","1","","23","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","411","355521","0.0-5.0-2.202","","","","","","","23","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":112},{""stimulus"":""img/green_wl/3.jpg"",""time"":174},{""stimulus"":""img/green_wl/4.jpg"",""time"":236},{""stimulus"":""img/green_wl/5.jpg"",""time"":297},{""stimulus"":""img/green_wl/6.jpg"",""time"":358},{""stimulus"":""img/green_wl/7.jpg"",""time"":419},{""stimulus"":""img/green_wl/8.jpg"",""time"":480},{""stimulus"":""img/green_wl/9.jpg"",""time"":542},{""stimulus"":""img/green_wl/10.jpg"",""time"":603},{""stimulus"":""img/green_wl/11.jpg"",""time"":665}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","412","355928","0.0-5.0-1.203","","407","","img/green_wl/choose11.jpg","1","","22","green","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","413","356659","0.0-5.0-2.203","","","","","","","22","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":56},{""stimulus"":""img/green_ll/2.jpg"",""time"":117},{""stimulus"":""img/green_ll/3.jpg"",""time"":179},{""stimulus"":""img/green_ll/4.jpg"",""time"":241},{""stimulus"":""img/green_ll/5.jpg"",""time"":302},{""stimulus"":""img/green_ll/6.jpg"",""time"":363},{""stimulus"":""img/green_ll/7.jpg"",""time"":425},{""stimulus"":""img/green_ll/8.jpg"",""time"":485},{""stimulus"":""img/green_ll/9.jpg"",""time"":547},{""stimulus"":""img/green_ll/10.jpg"",""time"":609},{""stimulus"":""img/green_ll/11.jpg"",""time"":670}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","414","357047","0.0-5.0-1.204","","388","","img/green_ll/choose11.jpg","1","","21","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","415","357783","0.0-5.0-2.204","","","","","","","21","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":59},{""stimulus"":""img/green_wl/2.jpg"",""time"":120},{""stimulus"":""img/green_wl/3.jpg"",""time"":182},{""stimulus"":""img/green_wl/4.jpg"",""time"":243},{""stimulus"":""img/green_wl/5.jpg"",""time"":305},{""stimulus"":""img/green_wl/6.jpg"",""time"":366},{""stimulus"":""img/green_wl/7.jpg"",""time"":427},{""stimulus"":""img/green_wl/8.jpg"",""time"":489},{""stimulus"":""img/green_wl/9.jpg"",""time"":552},{""stimulus"":""img/green_wl/10.jpg"",""time"":613},{""stimulus"":""img/green_wl/11.jpg"",""time"":674}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","416","357839","0.0-5.0-1.205","","56","","img/green_wl/choose11.jpg","2","","20","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","417","358568","0.0-5.0-2.205","","","","","","","20","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":53},{""stimulus"":""img/red_ww/2.jpg"",""time"":114},{""stimulus"":""img/red_ww/3.jpg"",""time"":175},{""stimulus"":""img/red_ww/4.jpg"",""time"":236},{""stimulus"":""img/red_ww/5.jpg"",""time"":298},{""stimulus"":""img/red_ww/6.jpg"",""time"":359},{""stimulus"":""img/red_ww/7.jpg"",""time"":421},{""stimulus"":""img/red_ww/8.jpg"",""time"":482},{""stimulus"":""img/red_ww/9.jpg"",""time"":544},{""stimulus"":""img/red_ww/10.jpg"",""time"":605},{""stimulus"":""img/red_ww/11.jpg"",""time"":667}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","418","358940","0.0-5.0-1.206","","372","","img/red_ww/choose11.jpg","2","","19","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","419","359674","0.0-5.0-2.206","","","","","","","19","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":59},{""stimulus"":""img/red_wl/2.jpg"",""time"":120},{""stimulus"":""img/red_wl/3.jpg"",""time"":182},{""stimulus"":""img/red_wl/4.jpg"",""time"":243},{""stimulus"":""img/red_wl/5.jpg"",""time"":304},{""stimulus"":""img/red_wl/6.jpg"",""time"":366},{""stimulus"":""img/red_wl/7.jpg"",""time"":428},{""stimulus"":""img/red_wl/8.jpg"",""time"":489},{""stimulus"":""img/red_wl/9.jpg"",""time"":550},{""stimulus"":""img/red_wl/10.jpg"",""time"":612},{""stimulus"":""img/red_wl/11.jpg"",""time"":673}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","420","359941","0.0-5.0-1.207","","266","","img/red_wl/choose11.jpg","2","","18","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","421","360675","0.0-5.0-2.207","","","","","","","18","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":57},{""stimulus"":""img/red_wl/2.jpg"",""time"":120},{""stimulus"":""img/red_wl/3.jpg"",""time"":181},{""stimulus"":""img/red_wl/4.jpg"",""time"":242},{""stimulus"":""img/red_wl/5.jpg"",""time"":303},{""stimulus"":""img/red_wl/6.jpg"",""time"":365},{""stimulus"":""img/red_wl/7.jpg"",""time"":427},{""stimulus"":""img/red_wl/8.jpg"",""time"":488},{""stimulus"":""img/red_wl/9.jpg"",""time"":550},{""stimulus"":""img/red_wl/10.jpg"",""time"":612},{""stimulus"":""img/red_wl/11.jpg"",""time"":672}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","422","360850","0.0-5.0-1.208","","174","","img/red_wl/choose11.jpg","2","","17","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","423","361582","0.0-5.0-2.208","","","","","","","17","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":56},{""stimulus"":""img/red_wl/2.jpg"",""time"":117},{""stimulus"":""img/red_wl/3.jpg"",""time"":178},{""stimulus"":""img/red_wl/4.jpg"",""time"":240},{""stimulus"":""img/red_wl/5.jpg"",""time"":302},{""stimulus"":""img/red_wl/6.jpg"",""time"":362},{""stimulus"":""img/red_wl/7.jpg"",""time"":424},{""stimulus"":""img/red_wl/8.jpg"",""time"":486},{""stimulus"":""img/red_wl/9.jpg"",""time"":548},{""stimulus"":""img/red_wl/10.jpg"",""time"":608},{""stimulus"":""img/red_wl/11.jpg"",""time"":671}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","424","361729","0.0-5.0-1.209","","147","","img/red_wl/choose11.jpg","2","","16","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","425","362459","0.0-5.0-2.209","","","","","","","16","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":53},{""stimulus"":""img/red_wl/2.jpg"",""time"":115},{""stimulus"":""img/red_wl/3.jpg"",""time"":176},{""stimulus"":""img/red_wl/4.jpg"",""time"":238},{""stimulus"":""img/red_wl/5.jpg"",""time"":300},{""stimulus"":""img/red_wl/6.jpg"",""time"":361},{""stimulus"":""img/red_wl/7.jpg"",""time"":423},{""stimulus"":""img/red_wl/8.jpg"",""time"":485},{""stimulus"":""img/red_wl/9.jpg"",""time"":546},{""stimulus"":""img/red_wl/10.jpg"",""time"":608},{""stimulus"":""img/red_wl/11.jpg"",""time"":669}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","426","362477","0.0-5.0-1.210","","18","","img/red_wl/choose11.jpg","1","","15","green","0.5","0.5","0.5","l","",""
